fid,name,type,prefab,worldX,worldY,locationID,terrainX,terrainY,region,gisX,gixY,rotYaxis,climate,color,sink,heightOffset
1637,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,555,341,55597341107,97,107,Tigonus,555.7578125,-341.1640625,175,Subtropical,Brown,0.5,
1638,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,488,361,4884536122,45,22,Tigonus,488.3515625,-361.828125,-88,Subtropical,Brown,0.5,
1640,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,577,371,5773337143,33,43,Tigonus,577.2578125,-371.6640625,168,Subtropical,Brown,0.5,
1642,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_03,589,376,589110376115,110,115,Tigonus,589.859375,-376.1015625,-3,Subtropical,Brown,0.5,
1647,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,501,360,5019036020,90,20,Tigonus,501.703125,-360.84375,-119,Subtropical,Brown,0.5,
1648,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,487,353,4875135399,51,99,Tigonus,487.3984375,-353.2265625,-3,Subtropical,Brown,0.5,
1650,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_02,579,359,5798635913,86,13,Tigonus,579.671875,-359.8984375,28,Subtropical,Brown,0.5,
1651,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,581,349,58166349114,66,114,Tigonus,581.515625,-349.109375,56,Subtropical,Brown,0.5,
1654,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,573,326,57310132641,101,41,Tigonus,573.7890625,-326.6796875,-19,Subtropical,Brown,0.5,
1655,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_11,574,311,57411531149,115,49,Tigonus,574.8984375,-311.6171875,82,Subtropical,Brown,0.5,
1658,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_02,569,339,56911633997,116,97,Tigonus,569.90625,-339.2421875,62,Subtropical,Brown,0.5,
1659,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,591,374,5917737408,77,8,Tigonus,591.6015625,-374.9375,-169,Subtropical,Brown,0.5,
1661,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_05,553,367,5530736773,7,73,Tigonus,553.0546875,-367.4296875,-161,Subtropical,Brown,0.5,
1662,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_08,580,301,58012830151,128,51,Tigonus,581.0,-301.6015625,-161,Subtropical,Brown,0.5,
1663,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,586,366,5867436639,74,39,Tigonus,586.578125,-366.6953125,145,Subtropical,Brown,0.5,
1665,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_03,520,342,52019342106,19,106,Tigonus,520.1484375,-342.171875,104,Subtropical,Brown,0.5,
1666,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,489,358,48910535838,105,38,Tigonus,489.8203125,-358.703125,-53,Subtropical,Brown,0.5,
1668,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,528,348,528105348127,105,127,Tigonus,528.8203125,-348.0078125,139,Subtropical,Brown,0.5,
1670,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,580,375,5808937533,89,33,Tigonus,580.6953125,-375.7421875,-175,Subtropical,Brown,0.5,
1671,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,585,353,58511035340,110,40,Tigonus,585.859375,-353.6875,109,Subtropical,Brown,0.5,
1672,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_01,596,374,5962637452,26,52,Tigonus,596.203125,-374.59375,139,Subtropical,Brown,0.5,
1674,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_04,548,353,5483735373,37,73,Tigonus,548.2890625,-353.4296875,167,Subtropical,Brown,0.5,
1675,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_05,581,362,5810936270,9,70,Tigonus,581.0703125,-362.453125,-35,Subtropical,Brown,0.5,
1676,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_06,480,356,4807135643,71,43,Tigonus,480.5546875,-356.6640625,158,Subtropical,Brown,0.5,
1677,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,542,360,5423936002,39,2,Tigonus,542.3046875,-360.984375,-125,Subtropical,Brown,0.5,
1678,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,578,307,57811930767,119,67,Tigonus,578.9296875,-307.4765625,44,Subtropical,Brown,0.5,
1679,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,544,351,54410735127,107,27,Tigonus,544.8359375,-351.7890625,110,Subtropical,Brown,0.5,
1680,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_11,567,339,56703339117,3,117,Tigonus,567.0234375,-339.0859375,27,Subtropical,Brown,0.5,
1681,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,506,358,50612635835,126,35,Tigonus,506.984375,-358.7265625,139,Subtropical,Brown,0.5,
1682,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_01,562,321,5625532176,55,76,Tigonus,562.4296875,-321.40625,-109,Subtropical,Brown,0.5,
1683,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,483,354,48395354104,95,104,Tigonus,483.7421875,-354.1875,-26,Subtropical,Brown,0.5,
1684,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_04,563,316,56364316128,64,128,Tigonus,563.5,-316.0,80,Subtropical,Brown,0.5,
1686,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,580,349,5803634945,36,45,Tigonus,580.28125,-349.6484375,73,Subtropical,Brown,0.5,
1687,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_08,584,340,58489340101,89,101,Tigonus,584.6953125,-340.2109375,-163,Subtropical,Brown,0.5,
1688,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,482,351,4821835157,18,57,Tigonus,482.140625,-351.5546875,-158,Subtropical,Brown,0.5,
1689,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,570,336,57012833662,128,62,Tigonus,571.0,-336.515625,86,Subtropical,Brown,0.5,
1690,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_02,579,358,5797535890,75,90,Tigonus,579.5859375,-358.296875,-175,Subtropical,Brown,0.5,
1692,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,572,301,5723430193,34,93,Tigonus,572.265625,-301.2734375,155,Subtropical,Brown,0.5,
1694,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_06,546,364,5462736430,27,30,Tigonus,546.2109375,-364.765625,0,Subtropical,Brown,0.5,
1695,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,546,361,54612736185,127,85,Tigonus,546.9921875,-361.3359375,-69,Subtropical,Brown,0.5,
1696,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,505,354,5057835442,78,42,Tigonus,505.609375,-354.671875,-62,Subtropical,Brown,0.5,
1697,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,546,332,5461733222,17,22,Tigonus,546.1328125,-332.828125,91,Subtropical,Brown,0.5,
1700,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_02,557,345,5576834559,68,59,Tigonus,557.53125,-345.5390625,-83,Subtropical,Brown,0.5,
1703,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,579,355,5798235580,82,80,Tigonus,579.640625,-355.375,-83,Subtropical,Brown,0.5,
1705,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,546,349,5464334954,43,54,Tigonus,546.3359375,-349.578125,79,Subtropical,Brown,0.5,
1706,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,562,344,56211734490,117,90,Tigonus,562.9140625,-344.296875,131,Subtropical,Brown,0.5,
1707,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_01,544,358,5448135860,81,60,Tigonus,544.6328125,-358.53125,-118,Subtropical,Brown,0.5,
1708,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_02,590,369,590125369104,125,104,Tigonus,590.9765625,-369.1875,153,Subtropical,Brown,0.5,
1709,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,569,363,56910836356,108,56,Tigonus,569.84375,-363.5625,77,Subtropical,Brown,0.5,
1711,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_05,580,373,5800337371,3,71,Tigonus,580.0234375,-373.4453125,65,Subtropical,Brown,0.5,
1712,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,491,362,4917136261,71,61,Tigonus,491.5546875,-362.5234375,98,Subtropical,Brown,0.5,
1714,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,482,359,48211535970,115,70,Tigonus,482.8984375,-359.453125,-153,Subtropical,Brown,0.5,
1718,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,567,318,5671131852,11,52,Tigonus,567.0859375,-318.59375,-90,Subtropical,Brown,0.5,
1722,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,601,371,6019237101,92,1,Tigonus,601.71875,-371.9921875,48,Subtropical,Brown,0.5,
1723,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_04,501,359,5015635991,56,91,Tigonus,501.4375,-359.2890625,-145,Subtropical,Brown,0.5,
1724,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_05,515,353,51573353125,73,125,Tigonus,515.5703125,-353.0234375,-20,Subtropical,Brown,0.5,
1725,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_06,571,334,5715333411,53,11,Tigonus,571.4140625,-334.9140625,-135,Subtropical,Brown,0.5,
1726,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,573,322,57311932262,119,62,Tigonus,573.9296875,-322.515625,80,Subtropical,Brown,0.5,
1727,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,592,373,5921737343,17,43,Tigonus,592.1328125,-373.6640625,-86,Subtropical,Brown,0.5,
1729,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_11,512,350,5125135094,51,94,Tigonus,512.3984375,-350.265625,104,Subtropical,Brown,0.5,
1730,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,582,336,58293336119,93,119,Tigonus,582.7265625,-336.0703125,-31,Subtropical,Brown,0.5,
1731,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_01,600,378,60011237874,112,74,Tigonus,600.875,-378.421875,60,Subtropical,Brown,0.5,
1735,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,527,349,5273834956,38,56,Tigonus,527.296875,-349.5625,-67,Subtropical,Brown,0.5,
1737,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,540,360,5403036093,30,93,Tigonus,540.234375,-360.2734375,59,Subtropical,Brown,0.5,
1739,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_03,586,357,5866735745,67,45,Tigonus,586.5234375,-357.6484375,-164,Subtropical,Brown,0.5,
1740,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,596,384,59604384107,4,107,Tigonus,596.03125,-384.1640625,89,Subtropical,Brown,0.5,
1741,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,565,320,5651732078,17,78,Tigonus,565.1328125,-320.390625,83,Subtropical,Brown,0.5,
1743,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,584,377,5841637703,16,3,Tigonus,584.125,-377.9765625,-157,Subtropical,Brown,0.5,
1744,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,575,292,57510929276,109,76,Tigonus,575.8515625,-292.40625,-146,Subtropical,Brown,0.5,
1745,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_01,547,350,5479435090,94,90,Tigonus,547.734375,-350.296875,29,Subtropical,Brown,0.5,
1746,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_02,567,355,5671335523,13,23,Tigonus,567.1015625,-355.8203125,87,Subtropical,Brown,0.5,
1748,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_04,538,343,538110343121,110,121,Tigonus,538.859375,-343.0546875,116,Subtropical,Brown,0.5,
1752,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,601,370,6011237089,12,89,Tigonus,601.09375,-370.3046875,167,Subtropical,Brown,0.5,
1754,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,532,341,5324234139,42,39,Tigonus,532.328125,-341.6953125,-179,Subtropical,Brown,0.5,
1755,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,564,308,56459308110,59,110,Tigonus,564.4609375,-308.140625,-44,Subtropical,Brown,0.5,
1760,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,574,345,5746234526,62,26,Tigonus,574.484375,-345.796875,-94,Subtropical,Brown,0.5,
1761,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,605,377,6056637793,66,93,Tigonus,605.515625,-377.2734375,96,Subtropical,Brown,0.5,
1763,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,565,357,565101357124,101,124,Tigonus,565.7890625,-357.03125,-156,Subtropical,Brown,0.5,
1766,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,571,359,57124359100,24,100,Tigonus,571.1875,-359.21875,-150,Subtropical,Brown,0.5,
1767,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,560,364,5600136427,1,27,Tigonus,560.0078125,-364.7890625,122,Subtropical,Brown,0.5,
1768,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,494,357,4946735735,67,35,Tigonus,494.5234375,-357.7265625,-76,Subtropical,Brown,0.5,
1769,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,533,359,5331935958,19,58,Tigonus,533.1484375,-359.546875,28,Subtropical,Brown,0.5,
1770,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,575,355,5758735562,87,62,Tigonus,575.6796875,-355.515625,36,Subtropical,Brown,0.5,
1772,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,581,364,58156364118,56,118,Tigonus,581.4375,-364.078125,126,Subtropical,Brown,0.5,
1773,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,547,342,5478134276,81,76,Tigonus,547.6328125,-342.40625,-172,Subtropical,Brown,0.5,
1774,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,521,361,5213736166,37,66,Tigonus,521.2890625,-361.484375,95,Subtropical,Brown,0.5,
1775,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_11,519,344,5194434464,44,64,Tigonus,519.34375,-344.5,-166,Subtropical,Brown,0.5,
1776,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,571,352,5712135216,21,16,Tigonus,571.1640625,-352.875,82,Subtropical,Brown,0.5,
1779,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,583,359,583108359109,108,109,Tigonus,583.84375,-359.1484375,48,Subtropical,Brown,0.5,
1780,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,542,334,5423833499,38,99,Tigonus,542.296875,-334.2265625,180,Subtropical,Brown,0.5,
1781,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,577,309,5773930988,39,88,Tigonus,577.3046875,-309.3125,87,Subtropical,Brown,0.5,
1784,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,566,309,5665030930,50,30,Tigonus,566.390625,-309.765625,-79,Subtropical,Brown,0.5,
1786,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_03,562,329,56210132939,101,39,Tigonus,562.7890625,-329.6953125,-25,Subtropical,Brown,0.5,
1787,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,552,361,5526536105,65,5,Tigonus,552.5078125,-361.9609375,-95,Subtropical,Brown,0.5,
1788,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_05,517,345,5170134540,1,40,Tigonus,517.0078125,-345.6875,40,Subtropical,Brown,0.5,
1789,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_06,564,351,56490351118,90,118,Tigonus,564.703125,-351.078125,-33,Subtropical,Brown,0.5,
1790,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,574,326,5748732644,87,44,Tigonus,574.6796875,-326.65625,-13,Subtropical,Brown,0.5,
1793,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_01,533,335,5333033562,30,62,Tigonus,533.234375,-335.515625,-53,Subtropical,Brown,0.5,
1795,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,536,340,53613340100,13,100,Tigonus,536.1015625,-340.21875,-80,Subtropical,Brown,0.5,
1797,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_06,568,335,568125335127,125,127,Tigonus,568.9765625,-335.0078125,8,Subtropical,Brown,0.5,
1799,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,534,356,5348635616,86,16,Tigonus,534.671875,-356.875,-32,Subtropical,Brown,0.5,
1800,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,583,355,5839935591,99,91,Tigonus,583.7734375,-355.2890625,-5,Subtropical,Brown,0.5,
1801,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_11,489,351,4893535133,35,33,Tigonus,489.2734375,-351.7421875,136,Subtropical,Brown,0.5,
1803,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_02,578,303,57811330323,113,23,Tigonus,578.8828125,-303.8203125,-176,Subtropical,Brown,0.5,
1805,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,543,336,54311233659,112,59,Tigonus,543.875,-336.5390625,14,Subtropical,Brown,0.5,
1806,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_08,553,337,5531433741,14,41,Tigonus,553.109375,-337.6796875,135,Subtropical,Brown,0.5,
1809,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_03,551,333,5510333342,3,42,Tigonus,551.0234375,-333.671875,-9,Subtropical,Brown,0.5,
1810,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,567,355,5675335541,53,41,Tigonus,567.4140625,-355.6796875,-158,Subtropical,Brown,0.5,
1811,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_05,521,342,52177342101,77,101,Tigonus,521.6015625,-342.2109375,35,Subtropical,Brown,0.5,
1812,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_06,576,302,57610430210,104,10,Tigonus,576.8125,-302.921875,141,Subtropical,Brown,0.5,
1813,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,513,358,51307358114,7,114,Tigonus,513.0546875,-358.109375,103,Subtropical,Brown,0.5,
1814,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,572,331,57211433197,114,97,Tigonus,572.890625,-331.2421875,-48,Subtropical,Brown,0.5,
1816,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,504,348,5045434860,54,60,Tigonus,504.421875,-348.53125,-136,Subtropical,Brown,0.5,
1818,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_05,608,379,6083637970,36,70,Tigonus,608.28125,-379.453125,-149,Subtropical,Brown,0.5,
1819,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,538,345,53810934570,109,70,Tigonus,538.8515625,-345.453125,-107,Subtropical,Brown,0.5,
1820,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,574,374,57438374121,38,121,Tigonus,574.296875,-374.0546875,173,Subtropical,Brown,0.5,
1821,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,594,363,59412436368,124,68,Tigonus,594.96875,-363.46875,-152,Subtropical,Brown,0.5,
1822,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,571,373,57110537377,105,77,Tigonus,571.8203125,-373.3984375,151,Subtropical,Brown,0.5,
1824,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,538,354,5382935444,29,44,Tigonus,538.2265625,-354.65625,35,Subtropical,Brown,0.5,
1826,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_02,559,335,55905335128,5,128,Tigonus,559.0390625,-335.0,175,Subtropical,Brown,0.5,
1827,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_04,505,354,5054535442,45,42,Tigonus,505.3515625,-354.671875,-78,Subtropical,Brown,0.5,
1829,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,571,380,5718938085,89,85,Tigonus,571.6953125,-380.3359375,-166,Subtropical,Brown,0.5,
1830,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,556,360,5568336090,83,90,Tigonus,556.6484375,-360.296875,-91,Subtropical,Brown,0.5,
1831,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_01,550,360,5502136065,21,65,Tigonus,550.1640625,-360.4921875,-12,Subtropical,Brown,0.5,
1833,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,574,345,5748834538,88,38,Tigonus,574.6875,-345.703125,-129,Subtropical,Brown,0.5,
1834,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_05,522,349,5225434919,54,19,Tigonus,522.421875,-349.8515625,-113,Subtropical,Brown,0.5,
1835,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_06,595,360,5958236040,82,40,Tigonus,595.640625,-360.6875,-12,Subtropical,Brown,0.5,
1842,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_05,579,375,57910375111,10,111,Tigonus,579.078125,-375.1328125,-104,Subtropical,Brown,0.5,
1844,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,589,362,5899436209,94,9,Tigonus,589.734375,-362.9296875,62,Subtropical,Brown,0.5,
1846,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,532,336,53212133678,121,78,Tigonus,532.9453125,-336.390625,177,Subtropical,Brown,0.5,
1850,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,555,322,5559932281,99,81,Tigonus,555.7734375,-322.3671875,-64,Subtropical,Brown,0.5,
1851,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_04,609,385,60965385117,65,117,Tigonus,609.5078125,-385.0859375,127,Subtropical,Brown,0.5,
1852,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_05,497,350,4970735026,7,26,Tigonus,497.0546875,-350.796875,-79,Subtropical,Brown,0.5,
1853,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,571,307,57106307102,6,102,Tigonus,571.046875,-307.203125,74,Subtropical,Brown,0.5,
1854,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,555,328,5557832880,78,80,Tigonus,555.609375,-328.375,145,Subtropical,Brown,0.5,
1856,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_02,540,363,54010836326,108,26,Tigonus,540.84375,-363.796875,-75,Subtropical,Brown,0.5,
1858,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,496,356,49614356103,14,103,Tigonus,496.109375,-356.1953125,-121,Subtropical,Brown,0.5,
1860,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_06,573,336,57377336118,77,118,Tigonus,573.6015625,-336.078125,137,Subtropical,Brown,0.5,
1862,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,569,307,5698630796,86,96,Tigonus,569.671875,-307.25,-62,Subtropical,Brown,0.5,
1863,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_10,574,298,5744129874,41,74,Tigonus,574.3203125,-298.421875,-40,Subtropical,Brown,0.5,
1866,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,605,378,6058837846,88,46,Tigonus,605.6875,-378.640625,102,Subtropical,Brown,0.5,
1869,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_06,566,373,56610437303,104,3,Tigonus,566.8125,-373.9765625,59,Subtropical,Brown,0.5,
1870,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_07,551,368,5514136839,41,39,Tigonus,551.3203125,-368.6953125,-141,Subtropical,Brown,0.5,
1871,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,574,317,5748131729,81,29,Tigonus,574.6328125,-317.7734375,48,Subtropical,Brown,0.5,
1872,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,589,374,5899137404,91,4,Tigonus,589.7109375,-374.96875,58,Subtropical,Brown,0.5,
1874,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_12,580,365,5803136557,31,57,Tigonus,580.2421875,-365.5546875,-152,Subtropical,Brown,0.5,
1875,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_01,565,374,56510937486,109,86,Tigonus,565.8515625,-374.328125,47,Subtropical,Brown,0.5,
1878,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_06,499,350,49990350108,90,108,Tigonus,499.703125,-350.15625,160,Subtropical,Brown,0.5,
1879,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_07,504,354,50411835479,118,79,Tigonus,504.921875,-354.3828125,112,Subtropical,Brown,0.5,
1883,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_05,552,348,5524234863,42,63,Tigonus,552.328125,-348.5078125,-54,Subtropical,Brown,0.5,
1885,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_07,554,322,55410532227,105,27,Tigonus,554.8203125,-322.7890625,23,Subtropical,Brown,0.5,
1886,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_08,559,351,5591835119,18,19,Tigonus,559.140625,-351.8515625,-20,Subtropical,Brown,0.5,
1887,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_09,487,359,48707359109,7,109,Tigonus,487.0546875,-359.1484375,-169,Subtropical,Brown,0.5,
1888,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_01,575,314,575111314104,111,104,Tigonus,575.8671875,-314.1875,171,Subtropical,Brown,0.5,
1890,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_03,542,364,5426036453,60,53,Tigonus,542.46875,-364.5859375,-140,Subtropical,Brown,0.5,
1891,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_04,502,361,5023036175,30,75,Tigonus,502.234375,-361.4140625,78,Subtropical,Brown,0.5,
1894,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_08,531,352,53112535266,125,66,Tigonus,531.9765625,-352.484375,-145,Subtropical,Brown,0.5,
1895,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_09,558,337,55811233795,112,95,Tigonus,558.875,-337.2578125,-174,Subtropical,Brown,0.5,
1896,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Medium_10,497,348,49791348123,91,123,Tigonus,497.7109375,-348.0390625,-170,Subtropical,Brown,0.5,
1899,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_03,600,368,6005236858,52,58,Tigonus,600.40625,-368.546875,170,Subtropical,Brown,0.5,
1901,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_05,484,359,4845435975,54,75,Tigonus,484.421875,-359.4140625,-178,Subtropical,Brown,0.5,
1904,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Large_09,573,325,5738532560,85,60,Tigonus,573.6640625,-325.53125,-32,Subtropical,Brown,0.5,
1908,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_04,609,380,60911938047,119,47,Tigonus,609.9296875,-380.6328125,-112,Subtropical,Brown,0.5,
1909,Rocks,1,WOD_Rocks_RoundSpiky_Brown_Small_05,538,362,5385936247,59,47,Tigonus,538.4609375,-362.6328125,54,Subtropical,Brown,0.5,
